HP_name;PlotID_2;PAG;Precision;Center_x_coordinate;Center_y_coordinate;Date;Year;Canton;Municipality;Altitude_original;Species_richness;SqFt_ID;F;R;N;L;T;K;Nr_cuts;Nr_cuts_before_record;Soil;Content_of_Ca;Bedrock;Light_cond;Water_balance;Inclination;Exposition;Fertil_y_n;Fertil_frequ;Fertil_type;Fertil_treatment;Land_use;Land_use_2;Grazing_animal;EUNIS_class;EUNIS_habitat name;Type_of_classification;Total_biomass;vegetation type;Class (Mucina et al. 2016);Order (Mucina et al. 2016)
HP_76;76;76;348.7306607;7.720099831;46.77650919;07.07.1886;1886;BE;Teuffenthal;960;20;76;3.027777778;3.166666667;3.611111111;3.666666667;3.294117647;3;;;clay;;;;fresh;;ENE;yes;1885;mixed manure;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;1;64.026;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_77;77;76;348.7306607;7.720099831;46.77650919;07.07.1886;1886;BE;Teuffenthal;960;17;77;3.233333333;3.2;3.466666667;3.666666667;3.076923077;3.071428571;;;tight clay;;conglomerate;;;;ENE;yes;1885;mixed manure;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;2;79.082;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_78;78;78;396.0103897;7.704832395;46.75784144;16.07.1886;1886;BE;Teuffenthal;1080;24;78;3.095238095;2.952380952;3.476190476;3.523809524;3.131578947;2.904761905;;;tight clay;;conglomerate;;;;N;yes;1885;manure;;alternating meadow;meadow;;R23; Mountain hay meadow;3;60.333;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_79;79;79;586.9513955;7.71338212;46.7701929;11.08.1884;1884;BE;Teuffenthal;988;20;79;3.083333333;3.055555556;3.444444444;3.722222222;3.294117647;3.055555556;;;clay;;conglomerate;;fresh;;;yes;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;25.914;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_80;80;80;275.1079065;7.735680787;46.79933324;18.06.1894;1894;BE;Unterlangenegg;945;8;80;3.9375;1.285714286;1.625;3.75;2.75;2.625;;;35cm moss;0;loess?;;;;;;;;;raised bog;;;;;1;17.333;;;
HP_81;81;80;275.1079065;7.735680787;46.79933324;20.06.1894;1894;BE;Unterlangenegg;945;5;81;4.1;1.2;1.2;3.8;2.9;2.6;;;bog soil, 60 cm deep, boulder pavement on top;;;;;;;;;;;raised bog;;;;;1;15.69;;;
HP_82;82;82;544.0846551;7.569600387;47.12363934;21.05.1886;1886;BE;Utzenstorf;485;14;82;3.038461538;3.230769231;3.769230769;3.769230769;3.5;3;;;sandy loam;;alluvium;;;;;;;;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;1;69.217;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_83;83;83;666.9420492;7.57034077;47.13137983;21.05.1886;1886;BE;Utzenstorf;485;13;83;3;3.083333333;3.583333333;3.833333333;3.136363636;2.916666667;;;loamy sand;;alluvium;;;;;yes;;manure and slurry;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;1;78.022;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_84;84;84;472.0029135;7.568587125;47.11770526;21.05.1886;1886;BE;Utzenstorf;485;9;84;2.875;3.375;3.5;3.75;3.3125;3;;;loamy sand;;alluvium;;;;;;;;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;2;88.78;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_85;85;85;536.9877108;7.569124666;47.12245;21.05.1886;1886;BE;Utzenstorf;485;16;85;3.133333333;3.066666667;3.466666667;3.666666667;3.178571429;2.866666667;;;loamy sand;;alluvium;;;;;yes;;manure and slurry;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;1;57.484;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_86;86;86;225.6614465;7.555281887;47.12501022;21.05.1886;1886;BE;Utzenstorf;485;22;86;3.047619048;3.095238095;3.619047619;3.80952381;3.394736842;3;;;loamy sand;;alluvium;;;;;yes;;manure and slurry;;alternating meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;57.762;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_87;87;86;225.6614465;7.555281887;47.12501022;21.05.1886;1886;BE;Utzenstorf;485;13;87;3.166666667;3;3.333333333;3.833333333;3.181818182;2.833333333;;;loamy sand;;alluvium;;;;;yes;;;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;1;67.582;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_88;88;88;386.1324969;7.564859261;47.11045942;21.05.1886;1886;BE;Utzenstorf;485;21;88;2.9;3.2;3.45;3.6;3.5;3.05;;;loamy sand;;alluvium;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;65.934;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_89;89;89;2369.193841;7.564415011;47.11461095;21.05.1886;1886;BE;Utzenstorf;485;18;89;2.970588235;3.176470588;3.352941176;3.705882353;3.375;2.882352941;;;loamy sand;;alluvium;;;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;48.223;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_90;90;90;610.485699;7.653256667;47.24224805;01.06.1889;1889;BE;Wiedlisbach;422;22;90;2.875;3.380952381;3.2;3.761904762;3.527777778;3.2;;;sand;;;;;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);3;NA;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_91;91;90;610.485699;7.653256667;47.24224805;01.06.1889;1889;BE;Wiedlisbach;422;24;91;2.97826087;3.347826087;3.173913043;3.739130435;3.357142857;3.217391304;;;sand;;;;;;;yes;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_92;92;92;247.7039402;7.593954874;47.46875798;08.06.1885;1885;BL;Aesch (BL);310;31;92;2.793103448;3.3;3.172413793;3.8;3.37037037;3.206896552;2;;humus-rich, mild loam;;;;;;;yes;every 2nd year;cow manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;45.863;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_93;93;93;385.0700642;7.844486975;47.41357195;07.05.1886;1886;BL;Buckten;478;22;93;3.052631579;3.2;3.631578947;3.4;3.382352941;3;;;;;;;irrigated;;;no;;;;irrigated meadow;meadow;;R22; Low and medium altitude hay meadow;1;42.072;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_94;94;94;273.0518544;7.763560989;47.41647269;28.05.1894;1894;BL;Hölstein;445;23;94;2.666666667;3.52173913;2.619047619;3.739130435;3.375;3.380952381;;;;2;;;;;;;;;;litter meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);2;23.785;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_95;95;95;472.5086224;7.763196955;47.43902669;26.05.1894;1894;BL;Hölstein;400;28;95;3.25;3.222222222;3;3.666666667;3.282608696;3.04;;;;3;;;;;;;;;;litter meadow;meadow;;;;2;20.259;;;
HP_96;96;96;1216.521988;7.764672763;47.43281783;25.05.1894;1894;BL;Hölstein;386;31;96;3.053571429;3.379310345;2.821428571;3.666666667;3.269230769;3.178571429;;;humic;3;;;;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;28.072;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_97;97;96;1216.521988;7.764672763;47.43281783;25.05.1894;1894;BL;Hölstein;386;16;97;3.766666667;3.133333333;2.466666667;3.625;3;3.133333333;;;tuff in the soil;3;;;;;;;;;;meadow;meadow;;;;1;47.936;;;
HP_98;98;96;1216.521988;7.764672763;47.43281783;25.05.1894;1894;BL;Hölstein;386;23;98;3.045454545;3.272727273;2.772727273;3.608695652;3.3;3.090909091;;;;3;;;;;;;;;;meadow;meadow;;;;;44.432;;;
HP_99;99;99;437.8321867;7.776633427;47.41606154;26.05.1894;1894;BL;Hölstein;450;21;99;2.447368421;3.4;2.631578947;3.9;3.25;3.444444444;;;;3;;;irrigated;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;27.326;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_100;100;100;442.0812368;7.682825886;47.39794457;162;1900;BL;Reigoldswil;550;18;100;2.941176471;3.176470588;3.470588235;3.882352941;3.2;3.0625;;;;;;;;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;39.351;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_101;101;101;201.5533532;7.696942616;47.38464801;162;1900;BL;Reigoldswil;580;17;101;3;3.066666667;3.461538462;3.6;3.227272727;3;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;2;45.788;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_102;102;102;269.1567729;7.873807357;47.43124188;14.06.1884;1884;BL;Rünenberg;580;15;102;3.071428571;3.071428571;3.714285714;3.928571429;3.269230769;2.857142857;;;heavy, humic loam;;weathering product of granular limestone;;;;;yes;;;;alternating meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;48.124;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_103;103;102;269.1567729;7.873807357;47.43124188;14.06.1884;1884;BL;Rünenberg;580;16;103;3.1;3.133333333;3.466666667;3.8;3.178571429;2.933333333;;;heavy, humic loam;;weathering product of granular limestone;;;;;yes;;;;alternating meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;63.816;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_104;104;104;1716.579275;8.98990234;46.95224367;11174;1930;GL;Braunwald;1700;17;104;3.133333333;3;2.785714286;3.6875;2.533333333;2.857142857;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;31.758;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_105;105;105;295.9942754;8.933063846;46.8456265;19.07.1885;1885;GL;Linthal;2250;30;105;3.270833333;2.76;2.5;4.2;1.479166667;2.541666667;;;light residual soil;;alpine limestone (Malm);;;;S;no;;only falling manure;;pasture;pasture;cows;R41; Snow-bed vegetation;1;13.119;D.2 Arctic-alpine heathlands;Salicetea herbaceae;Salicetalia herbaceae
HP_106;106;106;184.5585109;8.927090581;46.83744213;18.07.1885;1885;GL;Linthal;1939;9;106;3;3.142857143;3.333333333;4;2.3125;2.714285714;;;primary rock and alluvial lime;;;;;;;yes;;over fertilised through neignborhood to alp huts;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;32.131;A.1 Alpine grasslands;Juncetea trifidi;
HP_107;107;107;289.261368;8.936724222;46.84163383;19.07.1885;1885;GL;Linthal;2000;37;107;2.893939394;3.03030303;2.483870968;3.970588235;1.85483871;3.032258065;;;alterated soil;;high alpine lime;;;;S;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;15.465;A.1 Alpine grasslands;Juncetea trifidi;
HP_108;108;108;536.9306754;9.680998689;46.79372037;02.08.1898;1898;GR;Arosa;1920;29;108;2.461538462;3.107142857;2.076923077;3.964285714;2.3125;3.48;;;;;;;;;;;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;2;33.885;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_109;109;109;121.0471347;9.510603807;46.47137866;20.07.1885;1885;GR;Avers;1930;14;109;3;3.153846154;3.5;3.769230769;2.772727273;3;1 to 2;;loam;;Bündner schist;;;;;yes;;manure;;meadow;meadow;;R23; Mountain hay meadow;3;45.893;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_110;110;110;294.8425384;9.522577889;46.46943803;03.08.1893;1893;GR;Avers;1980;10;110;3.071428571;3.428571429;3.571428571;3.285714286;3.142857143;3.428571429;;;;;;;;;;;;;;meadow;meadow;;R23; Mountain hay meadow;3;42.308;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_111;111;111;695.979216;9.729887417;46.59123181;1678;1904;GR;Bergün;2550;22;111;2.818181818;3.238095238;2.333333333;3.909090909;2.071428571;3.047619048;;;loam;;;;;;;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;35.041;A.1 Alpine grasslands;Juncetea trifidi;
HP_112;112;112;618.2894611;9.750240249;46.58811686;1678;1904;GR;Bergün;2100;41;112;2.842105263;2.605263158;2.277777778;3.794871795;2.135135135;3.081081081;;;loam;;;;;;;;;;;meadow;meadow;;S22; Alpine and subalpine ericoid heath;1;34.213;A.1 Alpine grasslands/D.2 Arctic-alpine heathlands;;
HP_113;113;113;524.502835;9.715804612;46.46995846;23.07.1885;1885;GR;Bivio;2220;11;113;3.1875;2.777777778;3.571428571;3.888888889;2.4375;2.75;1;;loamy, humus-rich sandsoil;;sericite schist;;;;;yes;;manure;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;2;37.933;A.1 Alpine grasslands;Juncetea trifidi;
HP_114;114;113;524.502835;9.715804612;46.46995846;23.07.1885;1885;GR;Bivio;2220;13;114;3.3;2.888888889;3.5;3.727272727;2.45;2.666666667;1;;loamy, humus-rich sandsoil;;sericite schist;;;;;yes;;manure;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;41.879;A.1 Alpine grasslands;Juncetea trifidi;
HP_116;116;116;897.4166264;9.643576863;46.45968266;11490;1931;GR;Bivio;1900;41;116;3.039473684;3.025641026;2.675675676;3.825;2.236111111;2.918918919;;;;;;;;;;yes;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;54.418;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_117;117;117;14.17347664;9.590366411;46.86358445;03.08.1884;1884;GR;Calfreisen;2263;35;117;2.85;2.966666667;2.103448276;3.806451613;2.107142857;2.964285714;0.5;;dry loam;;Bündner schist;;;;;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;25.719;A.1 Alpine grasslands;Juncetea trifidi;
HP_118;118;118;354.0168673;9.583825113;46.86022074;06.08.1884;1884;GR;Calfreisen;2000;27;118;3.086956522;2.714285714;2.409090909;3.869565217;1.977272727;3;;;loam;;Bündner schist;;fresh;;S;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;23.861;A.1 Alpine grasslands;Juncetea trifidi;
HP_119;119;119;819.9713832;9.600462796;46.86512795;631;1901;GR;Calfreisen;2200;18;119;2.205882353;3.470588235;2.058823529;4.176470588;2.03125;3.5625;0.5;;very humic;;;;;;S;;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;1;NA;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_120;120;120;375.8536857;9.51543658;46.47787196;28.07.1885;1885;GR;Cresta;2200;38;120;3.027777778;3.342857143;2.5;3.918918919;2.097222222;3.027777778;0.5;;middle moist loam;;Bündner schist;;;;;no;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;1;25.179;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_121;121;121;578.1733858;9.460692001;46.80038311;10844;1929;GR;Feldis/Veulden;1900;15;121;3.153846154;2.666666667;2.833333333;3.785714286;2.423076923;2.833333333;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;8.147;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_122;122;122;145.2768893;9.633857718;46.87338138;02.08.1885;1885;GR;Furna;2500;20;122;2.842105263;2.789473684;2.315789474;4.526315789;1.421052632;3.157894737;;;loam;;Bündner schist;;;;;no;;only falling manure;;pasture;pasture;sheep;R43; Temperate acidophilous alpine grassland;1;24.077;A.1 Alpine grasslands;Juncetea trifidi;
HP_123;123;123;354.4883909;9.587829785;46.95314318;1236;1903;GR;Igis;600;43;123;2.595238095;3.390243902;2.642857143;3.487804878;3.337837838;3.41025641;;;mild loam;1;;;;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;2;18.619;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_124;124;123;354.4883909;9.587829785;46.95314318;1236;1903;GR;Igis;600;32;124;2.633333333;3.375;2.8;3.65625;3.327586207;3.413793103;;;mild loam;1;;;;;WNW;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;31.24;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_125;125;123;354.4883909;9.587829785;46.95314318;1235;1903;GR;Igis;600;38;125;2.590909091;3.4;2.818181818;3.571428571;3.451612903;3.40625;;;mild loam;;;;;;WNW;yes;;manure, every now and then;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;26.734;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_126;126;123;354.4883909;9.587829785;46.95314318;1235;1903;GR;Igis;600;36;126;2.671875;3.484848485;2.606060606;3.470588235;3.266666667;3.366666667;;;mild loam;;;;;;WNW;yes;;manure, every now and then;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;17.784;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_127;127;127;442.554743;9.562653543;46.96268162;895;1902;GR;Igis;520;34;127;2.8125;3.35483871;3.15625;3.5625;3.379310345;3.166666667;;;sandy loam;3;;;fresh;;;;;;;pasture;pasture;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_128;128;127;442.554743;9.562653543;46.96268162;895;1902;GR;Igis;520;27;128;2.92;3.36;3.32;3.52;3.295454545;3.086956522;;;sandy loam;3;;;;;;;;;;pasture;pasture;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_129;129;129;1332.934777;9.578936369;46.96500514;1273;1903;GR;Igis;520;25;129;2.431818182;3.5;2.5;3.666666667;3.4;3.571428571;;;loamy marlstone;;alluvium;;;;;yes;probably only rarely;stable manure;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;39.254;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_130;130;130;683.3255817;9.727342105;46.84210186;23.07.1897;1897;GR;Langwies;2200;23;130;2.673913043;3.545454545;2.260869565;3.954545455;1.818181818;3.347826087;0.5;;Bündner schist with heath humus;;;;;;E;;;;;meadow;meadow;;S22; Alpine and subalpine ericoid heath;1;NA;A.1 Alpine grasslands/D.2 Arctic-alpine heathlands;;
HP_131;131;131;348;9.039374063;47.0370121;11494;1931;GL;Luzein;700;23;131;2.738095238;3.181818182;2.904761905;3.772727273;3.111111111;3.142857143;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;33.595;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_132;132;132;1594.437319;9.540198196;46.96076422;135;1900;GR;Mastrils;600;27;132;2.903846154;3.307692308;2.807692308;3.269230769;3.3125;3.125;;;loessy loam;;;;;;;no;;;;meadow with trees;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;25.69;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_133;133;133;1575.375723;9.539856147;46.96055803;504;1901;GR;Mastrils;650;22;133;3.225;3.380952381;3.6;2.904761905;3.325;2.85;;;humic loam;1;nummulitic limestone;;;;N;yes;every 2nd year;stable manure;;meadow;meadow;;R55; Lowland moist or wet tall-herb and fern fringe;1;19.75;E.2 Ruderal communities/E.1 Tall forb communities;;
HP_134;134;134;262.7667997;9.656130725;46.86366262;06.08.1884;1884;GR;Pagig;2130;40;134;2.947368421;2.621621622;2.27027027;3.717948718;2.125;3.135135135;0.5;;loam;;Bündner schist;;dry;;S;no;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;24.445;A.1 Alpine grasslands;Juncetea trifidi;
HP_135;135;135;320.4379493;9.627588786;46.8690802;02.08.1885;1885;GR;Pagig;2400;29;135;3.068965517;2.892857143;2.407407407;4.206896552;1.589285714;2.714285714;;;rich, alterated;;Bündner schist;;fresh;;SSE;no;;off falling sheep and goat manure;;pasture;pasture;goats and sheep;R43; Temperate acidophilous alpine grassland;1;10.417;A.1 Alpine grasslands;Juncetea trifidi;
HP_136;136;136;152.1407858;9.55653671;46.76763005;11489;1931;GR;Parpan;1450;27;136;2.68;2.875;2.416666667;3.615384615;2.619047619;3.173913043;;;;;;;;;;;;;;;;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;2;19.027;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_137;137;137;177.8996427;9.596120281;46.86691744;20.06.1897;1897;GR;Peist;2200;19;137;2.947368421;2.3125;2.388888889;3.777777778;1.75;3.055555556;0.5;;10cm humus, then carbon rich, stony loam;;;;;;S;no;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;24.95;A.1 Alpine grasslands;Juncetea trifidi;
HP_138;138;138;1008.724942;9.965570688;46.44817475;10844;1929;GR;Pontresina;2050;12;138;2.75;2.454545455;2.5;3.909090909;1.7;3.1;;;;;;;;;;;;;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;20.415;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_139;139;138;1008.724942;9.965570688;46.44817475;10844;1929;GR;Pontresina;2050;11;139;2.9375;2.545454545;3;3.818181818;1.875;2.875;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;10.297;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_140;140;140;510.232977;9.984097959;46.44658795;11502;1931;GR;Pontresina;2100;30;140;2.75;3.137931034;2.222222222;3.933333333;2.055555556;3.259259259;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;34.027;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_141;141;140;510.232977;9.984097959;46.44658795;11502;1931;GR;Pontresina;2100;15;141;2.633333333;2.6;2.333333333;4.066666667;2.107142857;3.266666667;;;;;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;1;52.094;A.1 Alpine grasslands;Juncetea trifidi;
HP_142;142;140;510.232977;9.984097959;46.44658795;11502;1931;GR;Pontresina;2100;23;142;2.772727273;3.130434783;2.181818182;3.826086957;2.214285714;3.181818182;;;;;;;;;;;;;;;;;R44; Arctic-alpine calcareous grassland;3;61.748;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_143;143;143;240.9750433;10.02427641;46.41502803;17.09.1892;1892;GR;Poschiavo;2400;12;143;2.833333333;2.083333333;2.166666667;4.25;1.625;3.083333333;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;1;12.438;A.1 Alpine grasslands;Juncetea trifidi;
HP_144;144;144;361.4768783;10.03250257;46.37703278;10844;1929;GR;Poschiavo;2150;17;144;2.9;2.933333333;2.571428571;3.647058824;2.142857143;3.076923077;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;6.404;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_145;145;145;214.0877551;9.401296037;46.70930777;28.06.1899;1899;GR;Purtagn;1250;13;145;3.272727273;3.090909091;2.909090909;3.666666667;2.5;2.9;;;;;;;;;;;;;;forest pasture;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_146;146;146;1135.277903;9.521787404;46.55542004;2790;1907;GR;Riom-Parsonz;2300;21;146;2.875;2.45;2.105263158;3.857142857;1.815789474;3;;;;;;;;;;;;;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;1;26.662;A.1 Alpine grasslands;Juncetea trifidi;
HP_147;147;147;490.2539466;9.903494167;46.5187728;3160;1908;GR;Samedan;2300;15;147;2.384615385;2;2;3.785714286;1.791666667;3.153846154;;;sandy, humic loam;;mica schist;;;;;no;;;;pasture;pasture;cows;R43; Temperate acidophilous alpine grassland;1;17.069;A.1 Alpine grasslands;Juncetea trifidi;
HP_148;148;148;901.2878653;9.442359795;47.03854878;28.09.1893;1893;SG;Sargans;485;18;148;2.7;3.352941176;2.8;3.470588235;3.458333333;3.285714286;;;poor loam;;;;fresh;;;yes;formerly;;;litter meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;48.822;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_149;149;148;901.2878653;9.442359795;47.03854878;28.09.1893;1893;SG;Sargans;485;28;149;2.875;3.24;2.75;3.576923077;3.380952381;3.173913043;;1. cut;loam;;;;;;;yes;formerly;;;litter meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;37.226;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_150;150;150;470.0839643;9.59640857;46.89324975;921;1902;GR;Says;1450;36;150;2.828125;3.142857143;3.0625;3.657142857;3.068965517;3.225806452;;;stony loam;3;;;;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_151;151;150;470.0839643;9.59640857;46.89324975;921;1902;GR;Says;1450;27;151;2.97826087;3.333333333;2.956521739;3.6;3.136363636;3.086956522;;;stony loam;3;;;;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_152;152;152;318.6330129;9.599110261;46.89262247;05.08.1885;1885;GR;Says;1480;47;152;2.630952381;3.357142857;2.317073171;3.744186047;2.736842105;3.275;1;;loam;;Bündner schist;;dry;;S;;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;26.225;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_153;153;153;351.6702248;9.597539359;46.89602758;921;1902;GR;Says;1600;30;153;2.944444444;3;2.576923077;3.655172414;2.653846154;3.115384615;;;sandy loam;;;;;;;no;;;;forest pasture;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_154;154;153;351.6702248;9.597539359;46.89602758;921;1902;GR;Says;1600;13;154;2.923076923;2.7;2.583333333;2.666666667;2.541666667;3.083333333;;;sandy loam;;;;;;;no;;;;forest pasture;meadow;;R43; Temperate acidophilous alpine grassland;1;NA;A.1 Alpine grasslands;Juncetea trifidi;
